pl_name,pl_mass,pl_mass_err1,pl_mass_err2,pl_rad,pl_rad_err1,pl_rad_err2,pl_instell,pl_orbital_period,pl_semi_major_axis,pl_eccentricity,pl_teq,st_age,st_age_upper,st_age_lower,st_mass,st_mass_err1,st_mass_err2,st_teff,st_teff_err1,st_teff_err2,st_met,st_met_err1,st_met_err2,pl_zbulk,pl_zbulk_err,pl_zbulk_rel,pl_zbulk_rel_err,pl_mbulk,pl_mbulk_err,R_mod,R_mod_err1,R_mod_err2,M_mod,M_mod_err1,M_mod_err2,age_mod,age_mod_err1,age_mod_err2,Tint_mod,Tint_mod_err1,Tint_mod_err2,CMF_mod,CMF_mod_err1,CMF_mod_err2,Zp_mod,Zp_mod_err,Zp_rel,Zp_rel_err,Mz_mod_obs,Mz_mod_obs_err,Mz_mod_mod,Mz_mod_mod_err,st_met_exp_err
HAT-P-54 b,0.7600717432347388,0.032003021,-0.032003021,0.9447321428571428,0.028035714,-0.028035714,102374304.95151591,3.799847,0.04117,0.074,819.6661099,3.9,8.2,1.7999999999999998,0.65,0.02,-0.02,4390.0,50.0,-50.0,-0.127,0.08,-0.08,0.130674098764701,0.053163768,12.50436026896173,5.087304286068048,31.610682257932712,13.021154252067983,0.94319,0.02871760000000012,0.028179999999999983,0.76057,0.031850000000000045,0.03193999999999997,3.6062,2.615044000000004,1.0612759999999999,95.8695,12.980499999999992,11.872060000000005,0.17308,0.05126320000000012,0.051137600000000005,0.18465688,0.05054551520000014,17.67003695062917,5.829999537278574,44.63208758484037,12.360683214167954,44.6613456644688,12.36803716772693,
HATS-17 b,1.3381263058527375,0.065006136,-0.065006136,0.7775892857142858,0.056071429,-0.056071429,99109144.60966384,16.254611,0.1308,0.029,813.0507774,2.1,3.4000000000000004,0.8,1.13,0.03,-0.03,5846.0,78.0,-78.0,0.3,0.03,-0.03,0.4249361086431213,0.057647455,15.212325197084574,2.063726332775463,180.5528131402861,26.112444862718164,0.785495,0.05720139999999996,0.05348420000000009,1.3361,0.06506400000000001,0.06520000000000015,1.9833500000000002,0.9126499999999997,0.5843500000000001,200.35,26.92640000000003,26.789999999999992,0.60778,0.10053000000000001,0.11243120000000001,0.61327108,0.11085716319999994,21.954545432057827,4.2484871382901375,260.9616643958165,48.84623579377789,260.566493816184,48.78709465485038,
HATS-22 b,2.740258653241032,0.1100103838892385,-0.110010384,0.95375,0.048035714,-0.029017857,122495019.45850097,4.7228124,0.05025,0.079,857.2724067,,,,0.76,0.02,-0.02,4803.0,55.0,-55.0,0.0,0.04,-0.04,0.1472417133672045,0.038853038,10.517265240514613,2.775217021234161,128.15769565431478,34.29155543727297,,,,,,,,,,,,,,,,,,,,,,,,
HATS-47 b,0.369,0.031,0.021,1.117,0.014,0.014,121483921.8851889,3.9228038,0.04269,0.088,855.4978815,8.1,11.0,3.8,0.67,0.02,0.01,4512.0,19.0,19.0,-0.113,0.035,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATS-48 A b,0.243,0.022,0.03,0.8,0.015,0.015,191133724.19743696,3.1316666,0.03769,0.162,958.1280793,11.97,12.39,11.36,0.73,0.01,0.01,4546.0,23.0,18.0,0.186,0.051,0.051,0.2439443991677993,0.0306516652424518,11.354364076417871,1.4266782426592477,18.901394132440693,3.475641700907284,0.80622,0.016599999999999948,0.02373000000000003,0.21159,0.023620000000000002,0.015880000000000005,12.13,15.499999999999998,0.559000000000001,51.213,0.5510000000000019,13.453000000000003,0.31625,0.04478000000000004,0.03145999999999999,0.32582249999999996,0.04415308000000007,15.165370887420634,2.71938076637104,25.177607864999995,4.615493349460862,21.923168922449996,3.84907187550587,
HATS-49 b,0.353,0.038,0.027,0.765,0.013,0.013,110986741.30667733,4.1480467,0.04515,0.071,836.3864965,10.5,11.9,8.5,0.71,0.01,0.01,4405.0,15.0,15.0,0.208,0.053,0.053,0.3504705342403958,0.028155349,15.506846036614624,1.2457556864565995,39.43333812002824,5.550749005708285,0.76741,0.013000000000000012,0.011890000000000067,0.34415,0.027459999999999984,0.023330000000000017,11.105,1.2240000000000002,1.1196000000000002,67.047,1.5160000000000053,2.259999999999991,0.40988,0.024370000000000003,0.026070000000000038,0.41814168,0.025705020000000023,18.501009413829394,2.5280894466928223,46.93807614672,5.818684655661907,45.761300016696005,4.6093409020392055,
HATS-72 b,0.1254,0.0039,0.0039,0.722,0.003,0.003,67529846.18563332,7.3279474,0.066517,0.013,738.6916291,12.17,12.41,11.72,0.73,0.0,0.0,4656.1,8.9,8.9,0.099,0.014,0.014,0.3329601686349286,0.005298704,18.93495368394469,0.3013294795170027,13.273215480145442,0.505297193,0.72719,0.0038000000000000256,0.0038599999999999746,0.1074,0.00673,0.00270999999999999,12.853,0.24600000000000044,0.33199999999999896,44.215,0.05299999999999727,0.11900000000000688,0.44075,0.008000000000000007,0.008029999999999982,0.44857949999999996,0.00791757999999998,25.51005452360897,0.9375444734182674,17.8880944374,0.6396774088598433,15.320425379399998,0.9973795522882083,
HATS-76 b,2.6292349905601005,0.089007961,-0.089007961,1.0798214285714285,0.030982143,-0.030982143,179382834.8103287,1.9416423,0.02658,0.062,943.0494328,4.6,13.3,0.5999999999999996,0.66,0.02,-0.02,4016.0,17.0,-17.0,0.322,0.065,-0.049,0.0435676405365206,0.034029378,1.4826409981141542,1.1580464541715485,36.44254634,28.526119462502862,1.0705,0.023700000000000054,0.025900000000000034,2.6285,0.08150000000000013,0.08519999999999994,2.0391,3.259128,0.9321999999999999,191.965,51.691400000000016,52.22139999999999,0.0986995,0.0767969,0.060150260000000004,0.11131770699999999,0.07572174340000001,3.7882289282090085,2.6385078100822157,93.0723704796348,63.38905644893988,93.04635252614099,63.364821041611314,
HATS-77 b,1.3741228130899936,0.1000089364380113,-0.074006608,1.1658928571428573,0.020982143,-0.020982143,105313004.11547431,3.0876262,0.03607,0.045,825.4860488,12.1,17.1,7.1,0.66,0.01,-0.01,4071.0,13.0,-13.0,0.253,0.039,-0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 114082 b,8.0,1.0,1.0,1.0,0.03,0.03,20410582.59482033,109.75,0.5109,0.395,547.7130488,0.015,0.0209999999999999,0.009,1.47,0.07,0.07,6651.0,35.0,35.0,0.0,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 17156 b,3.191,0.033,0.033,1.095,0.02,0.02,144515822.49038622,21.2163979,0.16255,0.6768,893.445544,3.38,3.58,2.91,1.27,0.02,0.02,6079.0,80.0,80.0,0.24,0.05,0.05,0.0233973112484746,0.0178379897086101,0.9616962370485864,0.7331922628673929,23.73114827097372,18.098961949418204,,,,,,,,,,,,,,,,,,,,,,,,
HD 332231 b,0.244,0.021,0.021,0.867,0.027,0.025,133937390.76704024,18.71204,0.1436,0.032,876.6267038,4.3,6.8,2.4,1.13,0.08,0.08,6089.0,97.0,96.0,0.036,0.059,0.058,0.1744267812498036,0.0511864793798694,11.46793257883327,3.3653266446252394,13.557153193713711,4.240700619737849,0.86614,0.03254000000000001,0.040669999999999984,0.24182,0.02174000000000001,0.022559999999999997,4.2473,1.6753999999999998,1.7124000000000001,69.875,26.397999999999996,7.329000000000001,0.24145,0.07579000000000002,0.05854000000000001,0.2520697,0.07472894000000002,16.572674815496452,5.404452627096334,19.5585921624,6.037767929850205,19.383847363572002,6.024382108674832,
HD 80606 b,3.94,0.11,0.11,0.98,0.03,0.03,5116370.034100098,111.4357,0.449,0.9332,387.5517695,5.9,7.5,3.9,0.97,0.04,0.04,5440.0,110.0,110.0,,,,0.1384881218828995,0.0383212925520214,,,173.44628690355398,48.271181635654365,,,,,,,,,,,,,,,,,,,,,,,,
HD 95338 b,0.13353,0.00698,0.00654,0.347,0.017,0.018,9978388.969613371,55.087,0.262,0.197,457.9882592,5.08,7.59,2.5700000000000003,0.83,0.02,0.02,5212.0,16.0,11.0,0.04,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2-114 b,2.01,0.12,0.12,0.932,0.031,0.031,54333991.297297865,11.3909311,0.0943,0.081,699.6118222,7.2,11.5,2.7,0.86,0.04,0.03,4920.0,68.0,69.0,0.41,0.036,0.037,0.2147838986879522,0.056084695,5.968616643392231,1.5585341707317024,137.32448432505342,37.22433552224667,0.93413,0.028976400000000013,0.030769999999999964,2.006,0.11300000000000043,0.11619999999999986,6.74355,3.0562499999999995,2.3479780000000003,133.26,21.210000000000008,20.909999999999997,0.294465,0.07222060000000008,0.07501499999999997,0.30434249,0.07396479,8.45735486785503,2.1780369288507897,194.5296327582,48.68239346102297,194.14250911092,48.5044465952385,
K2-115 b,0.84,0.18,0.2,1.115,0.057,0.061,48566226.39135905,20.273034,0.1367,0.137,680.2566992,10.7,12.4,6.499999999999999,0.83,0.02,0.02,5560.0,56.0,58.0,-0.22,0.035,0.036,0.040474658,0.037427765,4.797943709826229,4.436759150238292,12.140252132123782,11.806167149847036,0.98802,0.01968000000000003,0.048250000000000015,0.86225,0.1513500000000001,0.17813999999999997,9.7478,3.0671999999999997,2.3572999999999995,74.68,4.164999999999992,6.042000000000002,0.048158,0.06470200000000001,0.02835,0.061483788,0.063796172,7.28840639889047,7.586615107271351,16.42354945056,17.484124886932197,16.858577992554,17.83600063167892,
K2-139 b,0.387,0.083,0.075,0.808,0.034,0.033,23017743.55173601,28.38236,0.179,0.12,564.4232878,1.8,2.1,1.5,0.92,0.03,0.03,5340.0,110.0,110.0,0.22,0.08,0.08,0.3523397486236108,0.063170987,15.164692363441867,2.7188773954653094,43.79047384216048,13.362199562458269,0.81407,0.033560000000000034,0.033279999999999976,0.37529,0.057979999999999976,0.047140000000000015,1.7955,0.2778999999999998,0.2683000000000002,107.9,5.3799999999999955,5.8700000000000045,0.36945,0.05804999999999999,0.058711600000000086,0.3782777,0.0578896376000001,16.281061023797147,3.899026420420298,46.553123428199996,12.265413284870052,45.144500494494,9.817033686254485,
K2-19 b,0.1019509125235997,0.005349276,-0.005349276,0.625,0.017857143,-0.017857143,118665432.2581145,7.9222,0.074529088,0.2,850.4921194,,,,0.88,0.03,-0.03,5322.0,100.0,-100.0,0.06,0.05,-0.05,0.5604610269541775,0.0364609885984611,34.86722486189158,2.2682995373616763,18.393500971272267,1.3889787996467235,,,,,,,,,,,,,,,,,,,,,,,,
K2-280 b,0.11673,0.01762,0.01762,0.669,0.039,0.039,86134501.36130238,19.89526,0.1461,0.35,785.0250648,8.96,10.66,7.260000000000001,1.03,0.03,0.03,5500.0,100.0,100.0,0.33,0.08,0.08,0.4562649400480293,0.069991509,15.2436533,2.338392018616403,17.199945555349657,3.589942080619693,0.68822,0.0408099999999999,0.03710000000000002,0.10913,0.017229999999999995,0.01557900000000001,9.8355,1.8514999999999997,1.3635160000000006,51.907,1.8570000000000064,2.671999999999997,0.53307,0.06497999999999993,0.07334000000000002,0.53960702,0.07231324,18.028083267090285,4.106727644137761,20.030288127382804,4.043133126133742,18.726165881446803,3.878018148754341,
K2-287 b,0.3150297356828194,0.027002549,-0.027002549,0.8476785714285715,0.013035714,-0.013035714,100862768.08275388,14.893291,0.1206,0.478,816.6236592,4.5,5.5,3.5,1.06,0.02,-0.02,5695.0,58.0,-58.0,0.2,0.04,-0.04,0.222515230283417,0.026694479393827,10.028401343287392,1.2030769879007392,22.34683503823195,3.6873069045049087,0.84736,0.013660000000000005,0.01737999999999995,0.30696,0.026219999999999966,0.02509,4.931,0.9089999999999998,0.6399999999999997,73.896,2.6380000000000052,3.6670000000000016,0.2775,0.03248999999999996,0.02583000000000002,0.287615,0.03203513999999996,12.96234261661934,1.8734505488782125,28.813114222235683,4.049538779543863,28.075043527200002,3.940744145393008,
K2-290 c,0.774,0.047,0.047,1.006,0.05,0.05,47410516.83849119,48.36685,0.305,0.0,676.1731319,4.0,5.6,3.2,1.19,0.07,0.08,6302.0,120.0,120.0,-0.06,0.1,0.1,0.079119636,0.057968516,6.488678365491027,4.754054393253742,19.56284238,14.474665427596005,0.9832,0.025499999999999967,0.042810000000000015,0.77518,0.04639000000000004,0.04713999999999996,4.4428,1.041616000000003,0.7598160000000012,88.8955,3.3105000000000047,4.096499999999992,0.082065,0.07474660000000033,0.04861632000000002,0.09491609,0.07370014760000033,7.784160890844575,6.304378865017247,23.36188706388,18.19535081801415,23.3975033774916,18.22325145322728,
K2-295 b,0.3350316236626809,0.062005853,-0.062005853,0.8976785714285715,0.010982143,-0.005,116407862.23966628,4.024867,0.0451,0.0,846.4178545,,,,0.74,0.04,-0.04,4444.0,70.0,-70.0,0.14,0.12,-0.12,0.1231988149405096,0.035718895,6.374975127252079,1.8482894468711413,13.392246154916831,5.320759795004732,,,,,,,,,,,,,,,,,,,,,,,,
K2-329 b,0.2600245437382001,0.020001888,-0.022002077,0.7746428571428572,0.025982143,-0.024017857,62045292.909183815,12.4551225,0.1016,0.0697,723.2133715,1.8,4.0,0.5,0.9,0.05,-0.05,5282.0,40.0,-39.0,0.098,0.065,-0.07,0.3862022479019042,0.054177983,22.013381574047838,3.088124445864853,31.952444988721563,5.376322265883665,0.775795,0.02475499999999997,0.024197799999999936,0.25929,0.020225599999999955,0.021320000000000033,1.3341500000000002,1.22675,0.45351520000000023,108.38,21.7628,18.825559999999996,0.451485,0.04815779999999997,0.04990780000000006,0.45916420999999996,0.049209090799999966,26.172185725971254,5.065851213321981,37.967280617559226,5.184360670393661,37.8600267874662,5.114117383866276,
K2-55 b,0.1357,0.0188,0.0182,0.3934,0.0285,0.025,178005669.49090722,2.84927265,0.0347,0.0,941.2341938,,,,0.688,0.069,0.069,4300.0,107.0,100.01,0.376,0.095,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOI-1257 b,1.4500629326620516,0.3500314663310258,-0.350031466,0.9410714285714286,0.1205357142857143,-0.120535714,9931019.489246652,86.647661,0.382,0.772,457.4437476,9.3,12.3,6.300000000000001,0.99,0.05,-0.05,5520.0,80.0,-80.0,0.27,0.09,-0.09,0.1018468347261111,0.0569024102979353,3.906784900541978,2.1827431157212405,47.127856946811335,29.512563294472407,0.93138,0.06552000000000002,0.10550999999999999,1.3449,0.3259000000000001,0.2519,10.065,3.6260000000000012,2.644399999999999,92.893,3.823999999999998,5.422160000000005,0.18998,0.20131160000000034,0.11689400000000001,0.20132028000000002,0.19849323760000032,7.722527972440162,7.780451888852302,92.83281004752423,94.23246142775294,86.10029497389601,87.4175634211414,
KOI-1783.01,0.2234109502831969,0.035242291,-0.028949025,0.7910714285714285,0.022321429,-0.021428571,7032523.111042319,134.4628,0.5269997399752953,0.0,419.6304835,,,,1.08,0.04,-0.03,5922.0,60.0,-60.0,0.11,0.04,-0.04,0.2441997967940292,0.054688304,13.539956295905542,3.032259862259125,17.51070659444701,5.191576806313015,,,,,,,,,,,,,,,,,,,,,,,,
KOI-3680 b,1.9301821900566392,0.1900179358086847,-0.210019824,0.9908035714285716,0.060089286,-0.070089286,4587385.078335781,141.241671,0.534,0.496,377.1208437,3.2,12.8,0.9000000000000004,1.01,0.07,-0.16,5830.0,100.0,-100.0,0.16,0.07,-0.07,0.1430174530402344,0.090574915,7.067421671084199,4.475895119810497,88.23147822968824,57.21967450150991,0.971835,0.05406500000000003,0.05977379999999999,1.9277,0.19398800000000027,0.20199999999999996,3.1563,4.102364000000001,1.6291,160.115,40.8338,40.38380000000001,0.2072,0.14184000000000002,0.11365196,0.21829920000000003,0.13985424000000002,10.787581963344795,7.126475838856982,133.99159848606874,87.07152031258306,133.81928697312003,86.87108624725755,
KOI-94 d,0.3335431088735053,0.034612964,-0.034612964,1.00625,0.094642857,-0.094642857,145118036.76343682,22.342989,0.1684,0.022,894.374866,3.16,3.5500000000000003,2.77,1.28,0.05,-0.05,6182.0,58.0,-58.0,0.023,0.002,-0.002,0.1218299579536227,0.096876075,8.253270107599127,6.562789883316201,12.99558083884893,10.522966286148549,0.96101,0.018719599999999947,0.036579600000000045,0.32751,0.027577600000000035,0.02954960000000001,3.2513,0.32509999999999994,0.2976960000000002,75.863,1.4689199999999971,1.7719200000000086,0.09179999999999999,0.06971600000000011,0.057044479999999995,0.10451479999999999,0.06873997600000012,7.080269000585757,4.656847178503041,11.085540838263057,7.381219758316564,10.885026203064,7.226192506079683,
Kepler-111 c,0.7000625550660793,0.1400125235997482,-0.130011611,0.6325000000000001,0.023035714,-0.020982143,3501732.096880423,224.77833,0.751,0.176,352.5006861,3.4,6.5,1.1999999999999995,1.12,0.06,-0.07,5914.0,81.0,-82.0,0.237,0.058,-0.059,0.4841211402950447,0.016285788253322,20.036691516703787,0.674032361,54.55721374642214,18.47014392660085,0.63557,0.021998799999999985,0.020949999999999913,0.68501,0.13085400000000003,0.125,4.05305,2.1878260000000003,1.380414,143.32,18.668800000000033,22.849999999999994,0.7410749999999999,0.04447380000000001,0.046724999999999905,0.74469995,0.046070849999999997,30.821465804118823,4.600890605031765,165.7850228219569,34.70703943314197,162.220358254341,32.57270362106523,
Kepler-117 c,1.84,0.18,0.18,1.101,0.035,0.035,57836642.695761405,50.790391,0.2804,0.0323,710.6242214,5.3,6.699999999999999,3.9,1.13,0.13,0.02,6150.0,110.0,110.0,-0.04,0.1,0.1,0.0287821832168058,0.0246690559810999,2.254216881,1.93207728590798,17.20624403171192,14.983034279109711,1.0516,0.012199999999999989,0.023600000000000065,1.8293,0.16749999999999998,0.1411,5.2979,1.1483999999999996,0.8635000000000002,113.54,7.509999999999991,10.13000000000001,0.035272,0.040438,0.018612999999999998,0.048778192,0.039871868000000005,3.820301712520424,3.2442909386942014,28.54109570304,23.496307507117812,28.3751230269408,23.339227044595606,
Kepler-1514 b,5.28,0.22,0.22,1.108,0.023,0.023,5131967.478655782,217.83184,0.753,0.401,387.8467989,2.9,4.5,1.6,1.2,0.07,0.06,6145.0,99.0,80.0,0.119,0.08,0.075,0.0151818999370283,0.0107371994636575,0.8245141039999387,0.5831267780690633,25.21468662089179,17.855895706824565,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-16 b,0.333,0.016,0.016,0.754,0.003,0.003,409017.4576231513,228.776,0.7048,0.0069,206.0747106,,,,0.69,0.0,0.0,4450.0,150.0,150.0,-0.3,0.2,0.2,0.3297636290073462,0.018893794,46.99749584326689,2.692719670533255,34.94073429012627,3.037356210241661,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-167 e,1.010090276903713,0.1600143171806167,-0.150013405,0.9071428571428573,0.0375,-0.0375,109942.06587070235,1071.23205,1.883,0.29,148.381655,7.1,11.5,2.5,0.78,0.03,-0.03,4884.0,69.0,-75.0,0.02,0.067,-0.067,0.160557333363028,0.072537477,10.952218785218854,4.9480537649120855,52.49377447072249,26.549704914936463,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1704 b,4.16,0.29,0.28,1.066,0.044,0.042,940285.4383345384,988.88112,2.027,0.92,253.7488981,7.4,8.9,6.4,1.13,0.04,0.05,5746.0,87.0,88.0,0.196,0.058,0.058,0.0189171794676246,0.0114333950277722,0.8604553680853284,0.5200524816040161,25.012640474359404,15.231114108315808,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-289 c,0.42,0.05,0.05,1.034,0.017,0.017,6069792.097213264,125.8518,0.51,0.0,404.4666252,0.65,1.09,0.21,1.08,0.02,0.02,5990.0,38.0,38.0,0.05,0.04,0.04,0.051581858,0.035086234,3.283741385994683,2.233617072019189,7.003603426391167,4.915457589868886,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-30 c,2.013845185651353,0.1573316551290119,-0.157331655,1.0982142857142858,0.035714286,-0.035714286,11195521.546160802,60.323105,0.3,0.0111,471.3573895,2.0,2.8,1.2,0.99,0.08,-0.08,5498.0,54.0,-54.0,0.18,0.27,-0.27,0.041193234,0.032036076,1.9440071088441129,1.5118589484644485,26.568501544488715,20.91323378003601,1.069,0.01540000000000008,0.02519999999999989,2.0139,0.15249999999999986,0.1532,1.8348,0.535012,0.4085000000000001,169.87,11.150000000000006,12.360000000000014,0.045017,0.04095484000000002,0.02513256,0.058386762,0.040381472240000015,2.755410793127063,2.5624536231004194,37.39104405991189,26.02487073618166,37.3920617973924,26.017071453882718,
Kepler-34 b,0.22,0.011,0.01,0.764,0.012,0.014,1699104.8666242885,288.822,1.0896,0.182,294.201094,,,,1.05,0.0,0.0,5913.0,130.0,130.0,-0.07,0.15,0.15,0.2633294539445114,0.0357941454702556,22.09893797,3.003889571010941,18.43035405,2.78868392510194,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-35 b,0.1270075519194461,0.02,-0.02,0.7285714285714286,0.014017857,-0.014017857,5405352.431805555,131.458,0.60347,0.042,392.9119533,,,,0.89,0.01,-0.01,5606.0,150.0,-150.0,-0.34,0.2,-0.2,0.3091628967785542,0.044694162,48.31248008008554,6.984298056776881,12.625056750338818,2.892509974387744,,,,,,,,,,,,,,,,,,,,,,,,
